ticker,company_name,sector,market_cap,total_debt,equity_volatility,lgd,last_updated,data_source
CVX,Chevron Corporation,Energy,346557906944.0,45428000000.0,0.225779,0.45,2026-07-08,yfinance
COP,ConocoPhillips,Energy,132111802368.0,23327000000.0,0.29519,0.45,2026-07-08,yfinance
SLB,SLB N.V.,Energy,69400576000.0,11608000000.0,0.339289,0.45,2026-07-08,yfinance
EOG,"EOG Resources, Inc.",Energy,71659839488.0,8306000000.0,0.261786,0.45,2026-07-08,yfinance
MPC,Marathon Petroleum Corporation,Energy,77751484416.0,34326000000.0,0.322705,0.45,2026-07-08,yfinance
PSX,Phillips 66,Energy,71703216128.0,27124000000.0,0.298077,0.45,2026-07-08,yfinance
VLO,Valero Energy Corporation,Energy,79049441280.0,11491000000.0,0.353396,0.45,2026-07-08,yfinance
OXY,Occidental Petroleum Corporation,Energy,51402719232.0,16611000000.0,0.345299,0.45,2026-07-08,yfinance
HAL,Halliburton Company,Energy,28228091904.0,8081000000.0,0.35354,0.45,2026-07-08,yfinance
DVN,Devon Energy Corporation,Energy,48915828736.0,8592000000.0,0.33742,0.45,2026-07-08,yfinance
FANG,"Diamondback Energy, Inc.",Energy,50793930752.0,13898000000.0,0.308604,0.45,2026-07-08,yfinance
BKR,Baker Hughes Company,Energy,54037983232.0,16164000000.0,0.334349,0.45,2026-07-08,yfinance
APA,APA Corporation,Energy,12017988608.0,4536000000.0,0.456567,0.45,2026-07-08,yfinance
CVI,"CVR Energy, Inc.",Energy,2880201728.0,1801000000.0,0.518163,0.45,2026-07-08,yfinance
CTRA,Coterra Energy Inc.,Energy,24724652032.0,4017000000.0,0.303225,0.45,2026-07-07,cached — fetch failed 2026-07-08
EQT,EQT Corporation,Energy,32374740992.0,5992411000.0,0.321144,0.45,2026-07-08,yfinance
RRC,Range Resources Corporation,Energy,8918301696.0,979138000.0,0.325586,0.45,2026-07-08,yfinance
AR,Antero Resources Corporation,Energy,10918621184.0,4750665000.0,0.385599,0.45,2026-07-08,yfinance
NOV,NOV Inc.,Energy,6560481792.0,2339000000.0,0.381029,0.45,2026-07-08,yfinance
BA,The Boeing Company,Industrials,182633873408.0,47209000000.0,0.319856,0.4,2026-07-08,yfinance
CAT,Caterpillar Inc.,Industrials,433011720192.0,43066000000.0,0.375044,0.4,2026-07-08,yfinance
GE,GE Aerospace,Industrials,383431573504.0,20277000000.0,0.316782,0.4,2026-07-08,yfinance
HON,Honeywell International Inc.,Industrials,71301816320.0,36739000000.0,0.25686,0.4,2026-07-08,yfinance
RTX,RTX Corporation,Industrials,270481375232.0,38935000000.0,0.247364,0.4,2026-07-08,yfinance
LMT,Lockheed Martin Corporation,Industrials,123439153152.0,20697000000.0,0.275117,0.4,2026-07-08,yfinance
UPS,"United Parcel Service, Inc.",Industrials,95166701568.0,28662000000.0,0.303755,0.4,2026-07-08,yfinance
FDX,FedEx Corporation,Industrials,74655285248.0,42022000000.0,0.293497,0.4,2026-07-08,yfinance
DE,Deere & Company,Industrials,162936930304.0,64162000000.0,0.307952,0.4,2026-07-08,yfinance
MMM,3M Company,Industrials,82412838912.0,12556000000.0,0.259229,0.4,2026-07-08,yfinance
NOC,Northrop Grumman Corporation,Industrials,77982056448.0,16316000000.0,0.272154,0.4,2026-07-08,yfinance
GD,General Dynamics Corporation,Industrials,101313961984.0,9832000000.0,0.22285,0.4,2026-07-08,yfinance
HII,"Huntington Ingalls Industries, Inc.",Industrials,11405889536.0,2931000000.0,0.355694,0.4,2026-07-08,yfinance
LHX,"L3Harris Technologies, Inc.",Industrials,55031525376.0,11357000000.0,0.257349,0.4,2026-07-08,yfinance
TDG,TransDigm Group Incorporated,Industrials,74370973696.0,32003000000.0,0.291872,0.4,2026-07-08,yfinance
HWM,Howmet Aerospace Inc.,Industrials,110201602048.0,4686000000.0,0.309767,0.4,2026-07-08,yfinance
TXT,Textron Inc.,Industrials,15924752384.0,3805000000.0,0.263986,0.4,2026-07-08,yfinance
WWD,"Woodward, Inc.",Industrials,24121524224.0,1142272000.0,0.359017,0.4,2026-07-08,yfinance
AXON,"Axon Enterprise, Inc.",Industrials,51622408192.0,1828169000.0,0.581418,0.4,2026-07-08,yfinance
IR,Ingersoll Rand Inc.,Industrials,30802120704.0,4843600000.0,0.340841,0.4,2026-07-08,yfinance
ITW,Illinois Tool Works Inc.,Industrials,77992591360.0,9148000000.0,0.205862,0.4,2026-07-08,yfinance
EMR,Emerson Electric Co.,Industrials,77243392000.0,14057000000.0,0.311486,0.4,2026-07-08,yfinance
ETN,Eaton Corporation plc,Industrials,153642549248.0,21833000000.0,0.358318,0.4,2026-07-08,yfinance
ROK,"Rockwell Automation, Inc.",Industrials,52176355328.0,4054000000.0,0.300895,0.4,2026-07-08,yfinance
AME,"AMETEK, Inc.",Industrials,53106335744.0,2177549000.0,0.22772,0.4,2026-07-08,yfinance
PH,Parker-Hannifin Corporation,Industrials,120728985600.0,9582000000.0,0.252033,0.4,2026-07-08,yfinance
DOV,Dover Corporation,Industrials,28824274944.0,3290113000.0,0.248153,0.4,2026-07-08,yfinance
FAST,Fastenal Company,Industrials,54083932160.0,445500000.0,0.252867,0.4,2026-07-08,yfinance
GWW,"W.W. Grainger, Inc.",Industrials,64041295872.0,2781000000.0,0.253996,0.4,2026-07-08,yfinance
MSC,Studio City International Holdings Limited,Consumer Cyclical,366630112.0,2026988000.0,0.943436,0.4,2026-07-08,yfinance
CTAS,Cintas Corporation,Industrials,72756895744.0,2918187000.0,0.212391,0.4,2026-07-08,yfinance
VRSK,"Verisk Analytics, Inc.",Industrials,25188947968.0,4625200000.0,0.327162,0.4,2026-07-08,yfinance
BR,"Broadridge Financial Solutions, Inc.",Technology,17186824192.0,3407300000.0,0.264025,0.35,2026-07-08,yfinance
PAYC,"Paycom Software, Inc.",Technology,6704044032.0,763600000.0,0.389998,0.35,2026-07-08,yfinance
ADP,"Automatic Data Processing, Inc.",Technology,98174738432.0,4295500000.0,0.251976,0.35,2026-07-08,yfinance
PAYX,"Paychex, Inc.",Technology,38447472640.0,5013400000.0,0.262909,0.35,2026-07-08,yfinance
NEE,"NextEra Energy, Inc.",Utilities,184513511424.0,104403000000.0,0.228835,0.4,2026-07-08,yfinance
DUK,Duke Energy Corporation,Utilities,99959832576.0,91209000000.0,0.154399,0.4,2026-07-08,yfinance
SO,The Southern Company,Utilities,109675126784.0,76005000000.0,0.167042,0.4,2026-07-08,yfinance
D,"Dominion Energy, Inc.",Utilities,61416361984.0,51765000000.0,0.206007,0.4,2026-07-08,yfinance
AEP,"American Electric Power Company, Inc.",Utilities,74830766080.0,51776000000.0,0.187825,0.4,2026-07-08,yfinance
EXC,Exelon Corporation,Utilities,48674009088.0,51240000000.0,0.18701,0.4,2026-07-08,yfinance
XEL,Xcel Energy Inc.,Utilities,50359824384.0,39203000000.0,0.193927,0.4,2026-07-08,yfinance
ES,Eversource Energy,Utilities,28111982592.0,30339695000.0,0.254483,0.4,2026-07-08,yfinance
ED,"Consolidated Edison, Inc.",Utilities,41640169472.0,27177000000.0,0.168395,0.4,2026-07-08,yfinance
PCG,PG&E Corporation,Utilities,37834219520.0,62941000000.0,0.264604,0.4,2026-07-08,yfinance
EIX,Edison International,Utilities,29144293376.0,42697000000.0,0.240899,0.4,2026-07-08,yfinance
WEC,"WEC Energy Group, Inc.",Utilities,38331396096.0,22317800000.0,0.155513,0.4,2026-07-08,yfinance
DTE,DTE Energy Company,Utilities,32003076096.0,26972000000.0,0.167322,0.4,2026-07-08,yfinance
ETR,Entergy Corporation,Utilities,53747089408.0,34058443000.0,0.200573,0.4,2026-07-08,yfinance
FE,FirstEnergy Corp.,Utilities,27990284288.0,28060000000.0,0.15697,0.4,2026-07-08,yfinance
AES,The AES Corporation,Utilities,10426364928.0,30999000000.0,0.404115,0.4,2026-07-08,yfinance
NRG,"NRG Energy, Inc.",Utilities,29118240768.0,23357000000.0,0.458165,0.4,2026-07-08,yfinance
VST,Vistra Corp.,Utilities,52509425664.0,19913000000.0,0.494048,0.4,2026-07-08,yfinance
PLD,"Prologis, Inc.",Real Estate,137017729024.0,34669592000.0,0.220247,0.5,2026-07-08,yfinance
AMT,American Tower Corporation,Real Estate,76988825600.0,45131200000.0,0.256724,0.5,2026-07-08,yfinance
EQIX,"Equinix, Inc.",Real Estate,100885700608.0,23336000000.0,0.225872,0.5,2026-07-08,yfinance
SPG,"Simon Property Group, Inc.",Real Estate,86327566336.0,28982249000.0,0.190138,0.5,2026-07-08,yfinance
O,Realty Income Corporation,Real Estate,59688849408.0,30174053000.0,0.168777,0.5,2026-07-08,yfinance
WELL,Welltower Inc.,Real Estate,167718207488.0,19984841000.0,0.222881,0.5,2026-07-08,yfinance
DLR,"Digital Realty Trust, Inc.",Real Estate,65809444864.0,19215142000.0,0.239165,0.5,2026-07-08,yfinance
PSA,Public Storage,Real Estate,57711276032.0,10032266000.0,0.231728,0.5,2026-07-08,yfinance
EXR,Extra Space Storage Inc.,Real Estate,32603111424.0,13940213000.0,0.251595,0.5,2026-07-08,yfinance
VICI,VICI Properties Inc.,Real Estate,29475917824.0,17701677000.0,0.178309,0.5,2026-07-08,yfinance
WPC,W. P. Carey Inc.,Real Estate,15867933696.0,8753749000.0,0.171575,0.5,2026-07-08,yfinance
NNN,"NNN REIT, Inc.",Real Estate,9025373184.0,4854123000.0,0.171258,0.5,2026-07-08,yfinance
ARE,"Alexandria Real Estate Equities, Inc.",Real Estate,8610654208.0,12878605000.0,0.461793,0.5,2026-07-08,yfinance
BXP,"BXP, Inc.",Real Estate,12230379520.0,16358529000.0,0.284804,0.5,2026-07-08,yfinance
KIM,Kimco Realty Corporation,Real Estate,17055318016.0,8305308000.0,0.185416,0.5,2026-07-08,yfinance
UAL,"United Airlines Holdings, Inc.",Industrials,41645539328.0,30971000000.0,0.49497,0.4,2026-07-08,yfinance
DAL,"Delta Air Lines, Inc.",Industrials,58229407744.0,20299000000.0,0.410674,0.4,2026-07-08,yfinance
ALK,"Alaska Air Group, Inc.",Industrials,5470048256.0,6668000000.0,0.517997,0.4,2026-07-08,yfinance
NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Cyclical,8645044224.0,15154872000.0,0.535088,0.4,2026-07-08,yfinance
RCL,Royal Caribbean Cruises Ltd.,Consumer Cyclical,75700715520.0,21792000000.0,0.463974,0.4,2026-07-08,yfinance
HLT,Hilton Worldwide Holdings Inc.,Consumer Cyclical,77655408640.0,13058000000.0,0.228423,0.4,2026-07-08,yfinance
MAR,"Marriott International, Inc.",Consumer Cyclical,100399439872.0,17406000000.0,0.261411,0.4,2026-07-08,yfinance
H,Hyatt Hotels Corporation,Consumer Cyclical,18188257280.0,4514000000.0,0.332499,0.4,2026-07-08,yfinance
T,AT&T Inc.,Communication Services,146540462080.0,157314000000.0,0.235782,0.4,2026-07-08,yfinance
VZ,Verizon Communications Inc.,Communication Services,177837047808.0,195872000000.0,0.238112,0.4,2026-07-08,yfinance
TMUS,"T-Mobile US, Inc.",Communication Services,199915667456.0,121217000000.0,0.258453,0.4,2026-07-08,yfinance
LUMN,"Lumen Technologies, Inc.",Communication Services,6635203072.0,13250000000.0,0.804573,0.4,2026-07-08,yfinance
DIS,The Walt Disney Company,Communication Services,169275146240.0,47358000000.0,0.251515,0.4,2026-07-08,yfinance
NFLX,"Netflix, Inc.",Communication Services,320778633216.0,14360516000.0,0.345728,0.4,2026-07-08,yfinance
WBD,"Warner Bros. Discovery, Inc.",Communication Services,65486413824.0,32466000000.0,0.432772,0.4,2026-07-08,yfinance
FOX,Fox Corporation,Communication Services,20659111936.0,7574000000.0,0.338019,0.4,2026-07-08,yfinance
CMCSA,Comcast Corporation,Communication Services,83625869312.0,94612000000.0,0.295405,0.4,2026-07-08,yfinance
CHTR,"Charter Communications, Inc.",Communication Services,21624748032.0,96822000000.0,0.534901,0.4,2026-07-08,yfinance
EA,Electronic Arts Inc.,Communication Services,51514384384.0,1548000000.0,0.199359,0.4,2026-07-08,yfinance
TTWO,"Take-Two Interactive Software, Inc.",Communication Services,47863009280.0,2958300000.0,0.308917,0.4,2026-07-08,yfinance
LYV,"Live Nation Entertainment, Inc.",Communication Services,42800537600.0,10583403000.0,0.310137,0.4,2026-07-08,yfinance
LIN,Linde plc,Basic Materials,248849170432.0,26317000000.0,0.176872,0.45,2026-07-08,yfinance
APD,"Air Products and Chemicals, Inc.",Basic Materials,67928739840.0,18357900000.0,0.265315,0.45,2026-07-08,yfinance
ECL,Ecolab Inc.,Basic Materials,79669321728.0,9266500000.0,0.212596,0.45,2026-07-08,yfinance
DD,"DuPont de Nemours, Inc.",Basic Materials,18850060288.0,3172000000.0,0.307195,0.45,2026-07-08,yfinance
DOW,Dow Inc.,Basic Materials,20642033664.0,19629000000.0,0.492969,0.45,2026-07-08,yfinance
LYB,LyondellBasell Industries N.V.,Basic Materials,17624047616.0,14252000000.0,0.459048,0.45,2026-07-08,yfinance
PPG,"PPG Industries, Inc.",Basic Materials,26797037568.0,7730000000.0,0.291273,0.45,2026-07-08,yfinance
SHW,The Sherwin-Williams Company,Basic Materials,84413505536.0,13786700000.0,0.249956,0.45,2026-07-08,yfinance
NEM,Newmont Corporation,Basic Materials,101481562112.0,5532000000.0,0.482779,0.45,2026-07-08,yfinance
FCX,Freeport-McMoRan Inc.,Basic Materials,85290426368.0,10401000000.0,0.501771,0.45,2026-07-08,yfinance
NUE,Nucor Corporation,Basic Materials,51792846848.0,7124000000.0,0.300162,0.45,2026-07-08,yfinance
STLD,"Steel Dynamics, Inc.",Basic Materials,33114138624.0,4200793000.0,0.351332,0.45,2026-07-08,yfinance
CLF,Cleveland-Cliffs Inc.,Basic Materials,5441755648.0,7763000000.0,0.69004,0.45,2026-07-08,yfinance
AA,Alcoa Corporation,Basic Materials,12933345280.0,2442000000.0,0.554245,0.45,2026-07-08,yfinance
CF,"CF Industries Holdings, Inc.",Basic Materials,17658148864.0,3620000000.0,0.416336,0.45,2026-07-08,yfinance
MOS,The Mosaic Company,Basic Materials,6712921600.0,5762500000.0,0.455641,0.45,2026-07-08,yfinance
IFF,International Flavors & Fragrances Inc.,Basic Materials,20891484160.0,6435000000.0,0.339223,0.45,2026-07-08,yfinance
ALB,Albemarle Corporation,Basic Materials,15215928320.0,1881831000.0,0.621734,0.45,2026-07-08,yfinance
MP,MP Materials Corp.,Basic Materials,8988341248.0,1000441000.0,0.859398,0.45,2026-07-08,yfinance
BIIB,Biogen Inc.,Healthcare,30368954368.0,6561900000.0,0.339004,0.35,2026-07-08,yfinance
REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,70895296512.0,2706200000.0,0.330335,0.35,2026-07-08,yfinance
VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,132549885952.0,1986500000.0,0.362206,0.35,2026-07-08,yfinance
MRNA,"Moderna, Inc.",Healthcare,31651639296.0,1298000000.0,0.664117,0.35,2026-07-08,yfinance
BNTX,BioNTech SE,Healthcare,23844456448.0,302800000.0,0.42335,0.35,2026-07-08,yfinance
ALNY,"Alnylam Pharmaceuticals, Inc.",Healthcare,42936307712.0,1273058000.0,0.368407,0.35,2026-07-08,yfinance
INCY,Incyte Corporation,Healthcare,23584284672.0,39430000.0,0.335371,0.35,2026-07-08,yfinance
IONS,"Ionis Pharmaceuticals, Inc.",Healthcare,14267117568.0,2040954000.0,0.423289,0.35,2026-07-08,yfinance
RARE,Ultragenyx Pharmaceutical Inc.,Healthcare,3532808448.0,36000000.0,0.812733,0.35,2026-07-08,yfinance
FATE,"Fate Therapeutics, Inc.",Healthcare,352008736.0,76785000.0,0.944537,0.35,2026-07-08,yfinance
TSM,Taiwan Semiconductor Manufacturing Company Limited,Technology,2243513024512.0,1090768715000.0,0.394946,0.35,2026-07-08,yfinance
AVGO,Broadcom Inc.,Technology,1764015603712.0,64907000000.0,0.467055,0.35,2026-07-08,yfinance
ASML,ASML Holding N.V.,Technology,673432600576.0,2705600000.0,0.454797,0.35,2026-07-08,yfinance
MRVL,"Marvell Technology, Inc.",Technology,201816358912.0,5277200000.0,0.732331,0.35,2026-07-08,yfinance
MPWR,"Monolithic Power Systems, Inc.",Technology,62533156864.0,19968000.0,0.519201,0.35,2026-07-08,yfinance
ON,ON Semiconductor Corporation,Technology,35454808064.0,3006500000.0,0.63553,0.35,2026-07-08,yfinance
WOLF,"Wolfspeed, Inc.",Technology,1870995584.0,1823100000.0,1.208,0.35,2026-07-08,yfinance
NXPI,NXP Semiconductors N.V.,Technology,68962467840.0,11724000000.0,0.462625,0.35,2026-07-08,yfinance
STM,STMicroelectronics N.V.,Technology,60040658944.0,2783000000.0,0.562517,0.35,2026-07-08,yfinance
SWKS,"Skyworks Solutions, Inc.",Technology,8988260352.0,1189600000.0,0.440104,0.35,2026-07-08,yfinance
QRVO,"Qorvo, Inc.",Technology,7509998592.0,1549154000.0,0.35945,0.35,2026-07-08,yfinance
ENTG,"Entegris, Inc.",Technology,20572684288.0,3757500000.0,0.638966,0.35,2026-07-08,yfinance
MKSI,MKS Inc.,Technology,23611402240.0,4292000000.0,0.567106,0.35,2026-07-08,yfinance
SAP,SAP SE,Technology,191894831104.0,7862000000.0,0.358827,0.35,2026-07-08,yfinance
INTU,Intuit Inc.,Technology,76910403584.0,6900000000.0,0.4688,0.35,2026-07-08,yfinance
ADSK,"Autodesk, Inc.",Technology,44843028480.0,2724000000.0,0.347421,0.35,2026-07-08,yfinance
PTC,PTC Inc.,Technology,14442844160.0,1381052000.0,0.364444,0.35,2026-07-08,yfinance
PRGS,Progress Software Corporation,Technology,1608117504.0,1326758000.0,0.518669,0.35,2026-07-08,yfinance
GWRE,"Guidewire Software, Inc.",Technology,11411118080.0,704237000.0,0.5244,0.35,2026-07-08,yfinance
VEEV,Veeva Systems Inc.,Healthcare,31237847040.0,103067000.0,0.381979,0.35,2026-07-08,yfinance
TTD,"The Trade Desk, Inc.",Communication Services,9016678400.0,423575000.0,0.710044,0.4,2026-07-08,yfinance
ROKU,"Roku, Inc.",Communication Services,20947396608.0,501117000.0,0.471185,0.4,2026-07-08,yfinance
ZM,"Zoom Communications, Inc.",Technology,25124136960.0,60212000.0,0.425219,0.35,2026-07-08,yfinance
DOCN,"DigitalOcean Holdings, Inc.",Technology,14302066688.0,1299895000.0,0.797391,0.35,2026-07-08,yfinance
BOX,"Box, Inc.",Technology,3996666624.0,530859000.0,0.345302,0.35,2026-07-08,yfinance
DELL,Dell Technologies Inc.,Technology,269622296576.0,31161000000.0,0.63916,0.35,2026-07-08,yfinance
HPQ,HP Inc.,Technology,20997439488.0,10864000000.0,0.396949,0.35,2026-07-08,yfinance
HPE,Hewlett Packard Enterprise Company,Technology,57563127808.0,21246000000.0,0.485571,0.35,2026-07-08,yfinance
WDC,Western Digital Corporation,Technology,183405363200.0,1581000000.0,0.72178,0.35,2026-07-08,yfinance
STX,Seagate Technology Holdings plc,Technology,187255308288.0,4178000000.0,0.675381,0.35,2026-07-08,yfinance
NTAP,"NetApp, Inc.",Technology,32479604736.0,2733000000.0,0.399368,0.35,2026-07-08,yfinance
PSTG,Everpure Inc,Technology,22405251072.0,230961000.0,0.690577,0.35,2026-06-18,cached — fetch failed 2026-07-08
SMCI,"Super Micro Computer, Inc.",Technology,16980416512.0,8805804000.0,0.907676,0.35,2026-07-08,yfinance
VIAV,Viavi Solutions Inc.,Technology,9921696768.0,1136500000.0,0.648361,0.35,2026-07-08,yfinance
CIEN,Ciena Corporation,Technology,59297939456.0,1580580000.0,0.684529,0.35,2026-07-08,yfinance
FFIV,"F5, Inc.",Technology,23533031424.0,259861000.0,0.342059,0.35,2026-07-08,yfinance
AKAM,"Akamai Technologies, Inc.",Technology,16627734528.0,5867705000.0,0.542247,0.35,2026-07-08,yfinance
LDOS,"Leidos Holdings, Inc.",Technology,13656527872.0,6944000000.0,0.31401,0.35,2026-07-08,yfinance
SAIC,Science Applications International Corporation,Technology,4805605888.0,2675000000.0,0.397951,0.35,2026-07-08,yfinance
BAH,Booz Allen Hamilton Holding Corporation,Industrials,7593024000.0,4122000000.0,0.398863,0.4,2026-07-08,yfinance
CTSH,Cognizant Technology Solutions Corporation,Technology,20783620096.0,1092000000.0,0.363753,0.35,2026-07-08,yfinance
ACN,Accenture plc,Technology,86981443584.0,8388770000.0,0.421379,0.35,2026-07-08,yfinance
WIT,Wipro Limited,Technology,18299541504.0,202910000000.0,0.43956,0.35,2026-07-08,yfinance
INFY,Infosys Limited,Technology,45631418368.0,967000000.0,0.370183,0.35,2026-07-08,yfinance
WIX,Wix.com Ltd.,Technology,2107541504.0,1586619000.0,0.702304,0.35,2026-07-08,yfinance
SHOP,Shopify Inc.,Technology,158158143488.0,179000000.0,0.574973,0.35,2026-07-08,yfinance
PYPL,"PayPal Holdings, Inc.",Financial Services,40268115968.0,9409000000.0,0.40812,0.55,2026-07-08,yfinance
AFRM,"Affirm Holdings, Inc.",Financial Services,28004218880.0,9090749000.0,0.618582,0.55,2026-07-08,yfinance
SOFI,"SoFi Technologies, Inc.",Financial Services,22768656384.0,1914705000.0,0.561735,0.55,2026-07-08,yfinance
NU,Nu Holdings Ltd.,Financial Services,65742893056.0,1917562000.0,0.379358,0.55,2026-07-08,yfinance
MELI,"MercadoLibre, Inc.",Consumer Cyclical,91944919040.0,12345000000.0,0.404671,0.4,2026-07-08,yfinance
SE,Sea Limited,Consumer Cyclical,63839264768.0,3584398000.0,0.516991,0.4,2026-07-08,yfinance
GRAB,Grab Holdings Limited,Technology,16073699328.0,1948000000.0,0.375387,0.35,2026-07-08,yfinance
BIDU,"Baidu, Inc.",Communication Services,38138920960.0,94136000000.0,0.510663,0.4,2026-07-08,yfinance
JD,"JD.com, Inc.",Consumer Cyclical,35774742528.0,108020000000.0,0.320586,0.4,2026-07-08,yfinance
PDD,PDD Holdings Inc.,Consumer Cyclical,117472911360.0,5122000000.0,0.339705,0.4,2026-07-08,yfinance
BABA,Alibaba Group Holding Limited,Consumer Cyclical,235297980416.0,281722000000.0,0.435531,0.4,2026-07-08,yfinance
TCOM,Trip.com Group Limited,Consumer Cyclical,25698271232.0,31614000000.0,0.387016,0.4,2026-07-08,yfinance
NTES,"NetEase, Inc.",Communication Services,83818397696.0,10955460000.0,0.308522,0.4,2026-07-08,yfinance
ALLY,Ally Financial Inc.,Financial Services,13916147712.0,21070000000.0,0.298695,0.55,2026-07-08,yfinance
SLM,SLM Corporation,Financial Services,4729912320.0,6169182000.0,0.398212,0.55,2026-07-08,yfinance
NAVI,Navient Corporation,Financial Services,784811648.0,44645000000.0,0.402069,0.55,2026-07-08,yfinance
OMF,"OneMain Holdings, Inc.",Financial Services,6887955456.0,22396000000.0,0.291957,0.55,2026-07-08,yfinance
CACC,Credit Acceptance Corporation,Financial Services,6763272704.0,6408600000.0,0.409753,0.55,2026-07-08,yfinance
TREE,"LendingTree, Inc.",Financial Services,629839232.0,437853000.0,0.693401,0.55,2026-07-08,yfinance
LC,LendingClub Corporation,Financial Services,2215891200.0,12481000.0,0.556198,0.55,2026-07-08,yfinance
LPLA,LPL Financial Holdings Inc.,Financial Services,24601128960.0,7413170000.0,0.371705,0.55,2026-07-08,yfinance
RJF,"Raymond James Financial, Inc.",Financial Services,32662398976.0,4221000000.0,0.256341,0.55,2026-07-08,yfinance
SF,Stifel Financial Corp.,Financial Services,11500531712.0,1521704000.0,0.264845,0.55,2026-07-08,yfinance
HLI,"Houlihan Lokey, Inc.",Financial Services,9607540736.0,492108000.0,0.270894,0.55,2026-07-08,yfinance
LAZ,"Lazard, Inc.",Financial Services,4108789248.0,2161384000.0,0.403683,0.55,2026-07-08,yfinance
EVR,Evercore Inc.,Financial Services,13417793536.0,1098294000.0,0.362511,0.55,2026-07-08,yfinance
PJT,PJT Partners Inc.,Financial Services,6876928512.0,421499000.0,0.30787,0.55,2026-07-08,yfinance
MKTX,MarketAxess Holdings Inc.,Financial Services,4214979072.0,291961000.0,0.288642,0.55,2026-07-08,yfinance
CBOE,"Cboe Global Markets, Inc.",Financial Services,27067656192.0,1584600000.0,0.311812,0.55,2026-07-08,yfinance
NDAQ,"Nasdaq, Inc.",Financial Services,48879689728.0,9445000000.0,0.272435,0.55,2026-07-08,yfinance
IEX,IDEX Corporation,Industrials,16362509312.0,1899300000.0,0.260697,0.4,2026-07-08,yfinance
BEN,"Franklin Resources, Inc.",Financial Services,17854732288.0,15394100000.0,0.276589,0.55,2026-07-08,yfinance
IVZ,Invesco Ltd.,Financial Services,12146327552.0,9439700000.0,0.355793,0.55,2026-07-08,yfinance
TROW,"T. Rowe Price Group, Inc.",Financial Services,25746276352.0,438100000.0,0.242808,0.55,2026-07-08,yfinance
WTW,Willis Towers Watson Public Limited Company,Financial Services,27758260224.0,6906000000.0,0.293163,0.55,2026-07-08,yfinance
AFG,"American Financial Group, Inc.",Financial Services,11864692736.0,1820000000.0,0.191528,0.55,2026-07-08,yfinance
RLI,RLI Corp.,Financial Services,5711208960.0,347247000.0,0.235343,0.55,2026-07-08,yfinance
CINF,Cincinnati Financial Corporation,Financial Services,29245073408.0,884000000.0,0.200172,0.55,2026-07-08,yfinance
HIG,"The Hartford Insurance Group, Inc.",Financial Services,38279626752.0,4372000000.0,0.190823,0.55,2026-07-08,yfinance
L,Loews Corporation,Financial Services,24064669696.0,8934000000.0,0.163232,0.55,2026-07-08,yfinance
MKL,Markel Group Inc.,Financial Services,24643749888.0,4382845000.0,0.193747,0.55,2026-07-08,yfinance
WRB,W. R. Berkley Corporation,Financial Services,26632677376.0,2841035000.0,0.217583,0.55,2026-07-08,yfinance
ERIE,Erie Indemnity Company,Financial Services,13405553664.0,49621000.0,0.322744,0.55,2026-07-08,yfinance
RE,Everest Group Ltd.,Financial Services,18000000000.0,3500000000.0,0.225,0.55,2026-04-21,cached — fetch failed 2026-07-08
RNR,RenaissanceRe Holdings Ltd.,Financial Services,13799888896.0,2330051000.0,0.232443,0.55,2026-07-08,yfinance
DXCM,"DexCom, Inc.",Healthcare,28388675584.0,1384800000.0,0.408717,0.35,2026-07-08,yfinance
PODD,Insulet Corporation,Healthcare,11189707776.0,948100000.0,0.400877,0.35,2026-07-08,yfinance
ALGN,"Align Technology, Inc.",Healthcare,13265110016.0,116044000.0,0.605167,0.35,2026-07-08,yfinance
TECH,Bio-Techne Corporation,Healthcare,11001790464.0,290322000.0,0.50209,0.35,2026-07-08,yfinance
XRAY,DENTSPLY SIRONA Inc.,Healthcare,2441982208.0,2331000000.0,0.45077,0.35,2026-07-08,yfinance
HSIC,"Henry Schein, Inc.",Healthcare,9892531200.0,3749000000.0,0.277695,0.35,2026-07-08,yfinance
PRGO,Perrigo Company plc,Healthcare,1548335360.0,3632500000.0,0.500392,0.35,2026-07-08,yfinance
CVS,CVS Health Corporation,Healthcare,133117493248.0,78345000000.0,0.315241,0.35,2026-07-08,yfinance
JAZZ,Jazz Pharmaceuticals plc,Healthcare,15561183232.0,5416900000.0,0.360534,0.35,2026-07-08,yfinance
UTHR,United Therapeutics Corporation,Healthcare,23927224320.0,0.0,0.440994,0.35,2026-07-08,yfinance
BMRN,BioMarin Pharmaceutical Inc.,Healthcare,11664714752.0,1439601000.0,0.342452,0.35,2026-07-08,yfinance
SRPT,"Sarepta Therapeutics, Inc.",Healthcare,2089353600.0,1036667000.0,0.980013,0.35,2026-07-08,yfinance
PCVX,"Vaxcyte, Inc.",Healthcare,8760606720.0,116297000.0,0.469599,0.35,2026-07-08,yfinance
KRYS,"Krystal Biotech, Inc.",Healthcare,10866238464.0,9112000.0,0.391786,0.35,2026-07-08,yfinance
SMMT,Summit Therapeutics Inc.,Healthcare,12325463040.0,20038000.0,0.770775,0.35,2026-07-08,yfinance
LEGN,Legend Biotech Corporation,Healthcare,5354413568.0,389300000.0,0.665198,0.35,2026-07-08,yfinance
